name;title;vision;weapon;gender;nation;affiliation;description;constellation;rarity;card;constellation-1;constellation-2;constellation-3;constellation-4;constellation-5;constellation-6;gacha-card;gacha-splash;icon;icon-big;icon-side;portrait;talent-burst;talent-na;talent-passive-0;talent-passive-1;talent-passive-2;talent-skill
Xiangling;Exquisite Delicacy;Pyro;Polearm;Female;Liyue;Wanmin Restaurant;A renowned chef from Liyue. She's extremely passionate about cooking and excels at making her signature hot and spicy dishes.;https://genshin.jmp.blue/characters/xiangling/constellation;4;https://genshin.jmp.blue/characters/xiangling/card;https://genshin.jmp.blue/characters/xiangling/constellation-1;https://genshin.jmp.blue/characters/xiangling/constellation-2;https://genshin.jmp.blue/characters/xiangling/constellation-3;https://genshin.jmp.blue/characters/xiangling/constellation-4;https://genshin.jmp.blue/characters/xiangling/constellation-5;https://genshin.jmp.blue/characters/xiangling/constellation-6;https://genshin.jmp.blue/characters/xiangling/gacha-card;https://genshin.jmp.blue/characters/xiangling/gacha-splash;https://genshin.jmp.blue/characters/xiangling/icon;https://genshin.jmp.blue/characters/xiangling/icon-big;https://genshin.jmp.blue/characters/xiangling/icon-side;https://genshin.jmp.blue/characters/xiangling/portrait;https://genshin.jmp.blue/characters/xiangling/talent-burst;https://genshin.jmp.blue/characters/xiangling/talent-na;https://genshin.jmp.blue/characters/xiangling/talent-passive-0;https://genshin.jmp.blue/characters/xiangling/talent-passive-1;https://genshin.jmp.blue/characters/xiangling/talent-passive-2;https://genshin.jmp.blue/characters/xiangling/talent-skill
Xianyun;Passerine Herald;Anemo;Catalyst;Female;Liyue;Mt. Aocang;One of the Mighty and Illuminated Adepti of Jueyun, known as "Cloud Retainer." Expert in all kinds of mechanical contraptions, her heart now turns towards the affairs of the mortal world, through which she walks under the name "Xianyun.";https://genshin.jmp.blue/characters/xianyun/constellation;5;https://genshin.jmp.blue/characters/xianyun/card;https://genshin.jmp.blue/characters/xianyun/constellation-1;https://genshin.jmp.blue/characters/xianyun/constellation-2;https://genshin.jmp.blue/characters/xianyun/constellation-3;https://genshin.jmp.blue/characters/xianyun/constellation-4;https://genshin.jmp.blue/characters/xianyun/constellation-5;https://genshin.jmp.blue/characters/xianyun/constellation-6;https://genshin.jmp.blue/characters/xianyun/gacha-card;https://genshin.jmp.blue/characters/xianyun/gacha-splash;https://genshin.jmp.blue/characters/xianyun/icon;https://genshin.jmp.blue/characters/xianyun/icon-big;https://genshin.jmp.blue/characters/xianyun/icon-side;https://genshin.jmp.blue/characters/xianyun/portrait;https://genshin.jmp.blue/characters/xianyun/talent-burst;https://genshin.jmp.blue/characters/xianyun/talent-na;https://genshin.jmp.blue/characters/xianyun/talent-passive-0;https://genshin.jmp.blue/characters/xianyun/talent-passive-1;https://genshin.jmp.blue/characters/xianyun/talent-passive-2;https://genshin.jmp.blue/characters/xianyun/talent-skill
Xiao;Vigilant Yaksha;Anemo;Polearm;Male;Liyue;Liyue Adeptus;A yaksha adeptus that defends Liyue. Also heralded as the "Conqueror of Demons" and "Vigilant Yaksha.";https://genshin.jmp.blue/characters/xiao/constellation;5;https://genshin.jmp.blue/characters/xiao/card;https://genshin.jmp.blue/characters/xiao/constellation-1;https://genshin.jmp.blue/characters/xiao/constellation-2;https://genshin.jmp.blue/characters/xiao/constellation-3;https://genshin.jmp.blue/characters/xiao/constellation-4;https://genshin.jmp.blue/characters/xiao/constellation-5;https://genshin.jmp.blue/characters/xiao/constellation-6;https://genshin.jmp.blue/characters/xiao/gacha-card;https://genshin.jmp.blue/characters/xiao/gacha-splash;https://genshin.jmp.blue/characters/xiao/icon;https://genshin.jmp.blue/characters/xiao/icon-big;https://genshin.jmp.blue/characters/xiao/icon-side;https://genshin.jmp.blue/characters/xiao/portrait;https://genshin.jmp.blue/characters/xiao/talent-burst;https://genshin.jmp.blue/characters/xiao/talent-na;https://genshin.jmp.blue/characters/xiao/talent-passive-0;https://genshin.jmp.blue/characters/xiao/talent-passive-1;https://genshin.jmp.blue/characters/xiao/talent-passive-2;https://genshin.jmp.blue/characters/xiao/talent-skill
Xingqiu;Juvenile Galant;Hydro;Sword;Male;Liyue;Feiyun Commerce Guild;A young man carrying a longsword who is frequently seen at book booths. He has a chivalrous heart and yearns for justice and fairness for all.;https://genshin.jmp.blue/characters/xingqiu/constellation;4;https://genshin.jmp.blue/characters/xingqiu/card;https://genshin.jmp.blue/characters/xingqiu/constellation-1;https://genshin.jmp.blue/characters/xingqiu/constellation-2;https://genshin.jmp.blue/characters/xingqiu/constellation-3;https://genshin.jmp.blue/characters/xingqiu/constellation-4;https://genshin.jmp.blue/characters/xingqiu/constellation-5;https://genshin.jmp.blue/characters/xingqiu/constellation-6;https://genshin.jmp.blue/characters/xingqiu/gacha-card;https://genshin.jmp.blue/characters/xingqiu/gacha-splash;https://genshin.jmp.blue/characters/xingqiu/icon;https://genshin.jmp.blue/characters/xingqiu/icon-big;https://genshin.jmp.blue/characters/xingqiu/icon-side;https://genshin.jmp.blue/characters/xingqiu/portrait;https://genshin.jmp.blue/characters/xingqiu/talent-burst;https://genshin.jmp.blue/characters/xingqiu/talent-na;https://genshin.jmp.blue/characters/xingqiu/talent-passive-0;https://genshin.jmp.blue/characters/xingqiu/talent-passive-1;https://genshin.jmp.blue/characters/xingqiu/talent-passive-2;https://genshin.jmp.blue/characters/xingqiu/talent-skill
Xinyan;Blazing Riff;Pyro;Claymore;Female;Liyue;Liyue Harbor;Liyue's sole rock 'n' roll musician. She rebels against ossified prejudices using her music and passionate singing.;https://genshin.jmp.blue/characters/xinyan/constellation;4;https://genshin.jmp.blue/characters/xinyan/card;https://genshin.jmp.blue/characters/xinyan/constellation-1;https://genshin.jmp.blue/characters/xinyan/constellation-2;https://genshin.jmp.blue/characters/xinyan/constellation-3;https://genshin.jmp.blue/characters/xinyan/constellation-4;https://genshin.jmp.blue/characters/xinyan/constellation-5;https://genshin.jmp.blue/characters/xinyan/constellation-6;https://genshin.jmp.blue/characters/xinyan/gacha-card;https://genshin.jmp.blue/characters/xinyan/gacha-splash;https://genshin.jmp.blue/characters/xinyan/icon;https://genshin.jmp.blue/characters/xinyan/icon-big;https://genshin.jmp.blue/characters/xinyan/icon-side;https://genshin.jmp.blue/characters/xinyan/portrait;https://genshin.jmp.blue/characters/xinyan/talent-burst;https://genshin.jmp.blue/characters/xinyan/talent-na;https://genshin.jmp.blue/characters/xinyan/talent-passive-0;https://genshin.jmp.blue/characters/xinyan/talent-passive-1;https://genshin.jmp.blue/characters/xinyan/talent-passive-2;https://genshin.jmp.blue/characters/xinyan/talent-skill
Yae Miko;Astute Amusement;Electro;Catalyst;Female;Inazuma;Grand Narukami Shrine;Lady Guuji of the Grand Narukami Shrine. Also serves as the editor-in-chief of Yae Publishing House. Unimaginable intelligence and cunning are hidden under her beautiful appearance.;https://genshin.jmp.blue/characters/yae-miko/constellation;5;https://genshin.jmp.blue/characters/yae-miko/card;https://genshin.jmp.blue/characters/yae-miko/constellation-1;https://genshin.jmp.blue/characters/yae-miko/constellation-2;https://genshin.jmp.blue/characters/yae-miko/constellation-3;https://genshin.jmp.blue/characters/yae-miko/constellation-4;https://genshin.jmp.blue/characters/yae-miko/constellation-5;https://genshin.jmp.blue/characters/yae-miko/constellation-6;https://genshin.jmp.blue/characters/yae-miko/gacha-card;https://genshin.jmp.blue/characters/yae-miko/gacha-splash;https://genshin.jmp.blue/characters/yae-miko/icon;https://genshin.jmp.blue/characters/yae-miko/icon-big;https://genshin.jmp.blue/characters/yae-miko/icon-side;https://genshin.jmp.blue/characters/yae-miko/portrait;https://genshin.jmp.blue/characters/yae-miko/talent-burst;https://genshin.jmp.blue/characters/yae-miko/talent-na;https://genshin.jmp.blue/characters/yae-miko/talent-passive-0;https://genshin.jmp.blue/characters/yae-miko/talent-passive-1;https://genshin.jmp.blue/characters/yae-miko/talent-passive-2;https://genshin.jmp.blue/characters/yae-miko/talent-skill
Yanfei;Wise Innocence;Pyro;Catalyst;Female;Liyue;Liyue Harbor Adepti;A well-known legal adviser active in Liyue Harbor. A brilliant young lady in whose veins runs the blood of an illuminated beast.;https://genshin.jmp.blue/characters/yanfei/constellation;4;https://genshin.jmp.blue/characters/yanfei/card;https://genshin.jmp.blue/characters/yanfei/constellation-1;https://genshin.jmp.blue/characters/yanfei/constellation-2;https://genshin.jmp.blue/characters/yanfei/constellation-3;https://genshin.jmp.blue/characters/yanfei/constellation-4;https://genshin.jmp.blue/characters/yanfei/constellation-5;https://genshin.jmp.blue/characters/yanfei/constellation-6;https://genshin.jmp.blue/characters/yanfei/gacha-card;https://genshin.jmp.blue/characters/yanfei/gacha-splash;https://genshin.jmp.blue/characters/yanfei/icon;https://genshin.jmp.blue/characters/yanfei/icon-big;https://genshin.jmp.blue/characters/yanfei/icon-side;https://genshin.jmp.blue/characters/yanfei/portrait;https://genshin.jmp.blue/characters/yanfei/talent-burst;https://genshin.jmp.blue/characters/yanfei/talent-na;https://genshin.jmp.blue/characters/yanfei/talent-passive-0;https://genshin.jmp.blue/characters/yanfei/talent-passive-1;https://genshin.jmp.blue/characters/yanfei/talent-passive-2;https://genshin.jmp.blue/characters/yanfei/talent-skill
Yaoyao;Burgeoning Grace;Dendro;Polearm;Female;Liyue;Streetward Rambler's Abode;Streetward Rambler's youngest disciple. A gentle and caring “little adult.”;https://genshin.jmp.blue/characters/yaoyao/constellation;4;https://genshin.jmp.blue/characters/yaoyao/card;https://genshin.jmp.blue/characters/yaoyao/constellation-1;https://genshin.jmp.blue/characters/yaoyao/constellation-2;https://genshin.jmp.blue/characters/yaoyao/constellation-3;https://genshin.jmp.blue/characters/yaoyao/constellation-4;https://genshin.jmp.blue/characters/yaoyao/constellation-5;https://genshin.jmp.blue/characters/yaoyao/constellation-6;https://genshin.jmp.blue/characters/yaoyao/gacha-card;https://genshin.jmp.blue/characters/yaoyao/gacha-splash;https://genshin.jmp.blue/characters/yaoyao/icon;https://genshin.jmp.blue/characters/yaoyao/icon-big;https://genshin.jmp.blue/characters/yaoyao/icon-side;https://genshin.jmp.blue/characters/yaoyao/portrait;https://genshin.jmp.blue/characters/yaoyao/talent-burst;https://genshin.jmp.blue/characters/yaoyao/talent-na;https://genshin.jmp.blue/characters/yaoyao/talent-passive-0;https://genshin.jmp.blue/characters/yaoyao/talent-passive-1;https://genshin.jmp.blue/characters/yaoyao/talent-passive-2;https://genshin.jmp.blue/characters/yaoyao/talent-skill
Yelan;Valley Orchid;Hydro;Bow;Female;Liyue;Yanshang Teahouse;A mysterious person who claims to work for the Ministry of Civil Affairs, but is a "non-entity" on the Ministry of Civil Affairs' list.;https://genshin.jmp.blue/characters/yelan/constellation;5;https://genshin.jmp.blue/characters/yelan/card;https://genshin.jmp.blue/characters/yelan/constellation-1;https://genshin.jmp.blue/characters/yelan/constellation-2;https://genshin.jmp.blue/characters/yelan/constellation-3;https://genshin.jmp.blue/characters/yelan/constellation-4;https://genshin.jmp.blue/characters/yelan/constellation-5;https://genshin.jmp.blue/characters/yelan/constellation-6;https://genshin.jmp.blue/characters/yelan/gacha-card;https://genshin.jmp.blue/characters/yelan/gacha-splash;https://genshin.jmp.blue/characters/yelan/icon;https://genshin.jmp.blue/characters/yelan/icon-big;https://genshin.jmp.blue/characters/yelan/icon-side;https://genshin.jmp.blue/characters/yelan/portrait;https://genshin.jmp.blue/characters/yelan/talent-burst;https://genshin.jmp.blue/characters/yelan/talent-na;https://genshin.jmp.blue/characters/yelan/talent-passive-0;https://genshin.jmp.blue/characters/yelan/talent-passive-1;https://genshin.jmp.blue/characters/yelan/talent-passive-2;https://genshin.jmp.blue/characters/yelan/talent-skill
Yoimiya;Frolicking Flames;Pyro;Bow;Female;Inazuma;Naganohara Fireworks;Owner of Naganohara Fireworks. Known as the "Queen of the Summer Festival," she excels in her craft of creating fireworks that symbolize people's hopes and dreams.;https://genshin.jmp.blue/characters/yoimiya/constellation;5;https://genshin.jmp.blue/characters/yoimiya/card;https://genshin.jmp.blue/characters/yoimiya/constellation-1;https://genshin.jmp.blue/characters/yoimiya/constellation-2;https://genshin.jmp.blue/characters/yoimiya/constellation-3;https://genshin.jmp.blue/characters/yoimiya/constellation-4;https://genshin.jmp.blue/characters/yoimiya/constellation-5;https://genshin.jmp.blue/characters/yoimiya/constellation-6;https://genshin.jmp.blue/characters/yoimiya/gacha-card;https://genshin.jmp.blue/characters/yoimiya/gacha-splash;https://genshin.jmp.blue/characters/yoimiya/icon;https://genshin.jmp.blue/characters/yoimiya/icon-big;https://genshin.jmp.blue/characters/yoimiya/icon-side;https://genshin.jmp.blue/characters/yoimiya/portrait;https://genshin.jmp.blue/characters/yoimiya/talent-burst;https://genshin.jmp.blue/characters/yoimiya/talent-na;https://genshin.jmp.blue/characters/yoimiya/talent-passive-0;https://genshin.jmp.blue/characters/yoimiya/talent-passive-1;https://genshin.jmp.blue/characters/yoimiya/talent-passive-2;https://genshin.jmp.blue/characters/yoimiya/talent-skill
Yun Jin;Stage Lucida;Geo;Polearm;Female;Liyue;Yun-Han Opera Troupe;A renowned Liyue opera singer who is skilled in both playwriting and singing. Her style is one-of-a-kind, exquisite and delicate, much like the person herself.;https://genshin.jmp.blue/characters/yun-jin/constellation;4;https://genshin.jmp.blue/characters/yun-jin/card;https://genshin.jmp.blue/characters/yun-jin/constellation-1;https://genshin.jmp.blue/characters/yun-jin/constellation-2;https://genshin.jmp.blue/characters/yun-jin/constellation-3;https://genshin.jmp.blue/characters/yun-jin/constellation-4;https://genshin.jmp.blue/characters/yun-jin/constellation-5;https://genshin.jmp.blue/characters/yun-jin/constellation-6;https://genshin.jmp.blue/characters/yun-jin/gacha-card;https://genshin.jmp.blue/characters/yun-jin/gacha-splash;https://genshin.jmp.blue/characters/yun-jin/icon;https://genshin.jmp.blue/characters/yun-jin/icon-big;https://genshin.jmp.blue/characters/yun-jin/icon-side;https://genshin.jmp.blue/characters/yun-jin/portrait;https://genshin.jmp.blue/characters/yun-jin/talent-burst;https://genshin.jmp.blue/characters/yun-jin/talent-na;https://genshin.jmp.blue/characters/yun-jin/talent-passive-0;https://genshin.jmp.blue/characters/yun-jin/talent-passive-1;https://genshin.jmp.blue/characters/yun-jin/talent-passive-2;https://genshin.jmp.blue/characters/yun-jin/talent-skill
Zhongli;Vago Mundo;Geo;Polearm;Male;Liyue;Liyue Harbor;A mysterious expert contracted by the Wangsheng Funeral Parlor. Extremely knowledgeable in all things.;https://genshin.jmp.blue/characters/zhongli/constellation;5;https://genshin.jmp.blue/characters/zhongli/card;https://genshin.jmp.blue/characters/zhongli/constellation-1;https://genshin.jmp.blue/characters/zhongli/constellation-2;https://genshin.jmp.blue/characters/zhongli/constellation-3;https://genshin.jmp.blue/characters/zhongli/constellation-4;https://genshin.jmp.blue/characters/zhongli/constellation-5;https://genshin.jmp.blue/characters/zhongli/constellation-6;https://genshin.jmp.blue/characters/zhongli/gacha-card;https://genshin.jmp.blue/characters/zhongli/gacha-splash;https://genshin.jmp.blue/characters/zhongli/icon;https://genshin.jmp.blue/characters/zhongli/icon-big;https://genshin.jmp.blue/characters/zhongli/icon-side;https://genshin.jmp.blue/characters/zhongli/portrait;https://genshin.jmp.blue/characters/zhongli/talent-burst;https://genshin.jmp.blue/characters/zhongli/talent-na;https://genshin.jmp.blue/characters/zhongli/talent-passive-0;https://genshin.jmp.blue/characters/zhongli/talent-passive-1;https://genshin.jmp.blue/characters/zhongli/talent-passive-2;https://genshin.jmp.blue/characters/zhongli/talent-skill
